LineId,StoryId,NextLineId,SpeakerCharacterId,Content,Position,IsChoice,RequiredItemIds,RequiredItemCounts,ConsumeItems,AddItemIds,AddItemCounts,Remark
S0046_001,S0046,S0046_002,,伴随着暴雨的不断倾泻，下城区原本就薄弱的安保终于近乎停摆，但在内部出现动乱之前却出现了一群外来的掠夺者。,0,false,,,,,,
S0046_002,S0046,S0046_003,,原本一直藏匿在沙漠之中的野兽人在近期频繁冒出，不断在下城区郊进行掠夺与偷窃。,0,false,,,,,,
S0046_003,S0046,S0046_004,,而没有围墙也没有看护的田野成为了重灾区，为了挽回王都的脸面与损失，各方准备进行一次联合清扫。,0,false,,,,,,
S0046_004,S0046,S0046_005,,王室，学院，教会，甚至是下城区被烦的受不了的黑帮都参与了这一次行动，由于此次行动靠近学院，因此由学院进行主导与策划。,0,false,,,,,,
S0046_005,S0046,S0046_006,卫队长正常,“这一次的行动方针很简单，在扫清附近的野兽人后，直接沿着他们的撤退路线，连带着附近的野兽人巢穴一起清扫干净。”,1,false,,,,,,
S0046_006,S0046,S0046_007,卫队长正常,“但这一次的野兽人不是那些那些木棍和石矛的家伙了，而且装备了不少废弃的老旧装备，似乎全部都是走私货……”,1,false,,,,,,
S0046_007,S0046,S0046_008,,在场所有人的目光落在了龙哥身上，而龙哥则抬头看着天花板，但很快大家就把视线重新放回了任务上。,0,false,,,,,,
S0046_008,S0046,S0046_009,卫队长辩论,“这一次的行动很简单，由黑帮的混混负责在各个农田巡查，发现野兽人就发信号，随后教会的人会负责把他们击溃。”,1,false,,,,,,
S0046_009,S0046,S0046_010,卫队长辩论,“在确认目标哭着逃回家后，卫队会负责跟踪深入，而后进行据点扫荡，以此循环直到附近的野兽巢清理干净。”,1,false,,,,,,
S0046_010,S0046,S0046_011,卫队长辩论,“王女殿下会作为总指挥进行调度，军事大臣会负责后勤，而这位骷髅大臣……”,1,false,,,,,,
S0046_011,S0046,S0046_012,近侍严肃,“我们要负责记录与协调各方，让你们不至于在现场吵起来。”,0,false,,,,,,
S0046_012,S0046,S0046_013,王女正常,“老师，这一次学院会派出多少学院卫队。”,0,false,,,,,,
S0046_013,S0046,S0046_014,卫队长正常,“……一半，这是我可以随时调度的最大数量，请随我来吧，这应该也是骷髅大臣第一次见到学院卫队真正的样子。”,1,false,,,,,,
S0046_014,S0046,S0046_015,,卫队长带着你与王女离开了临时搭建的指挥帐篷，来到了不远处的营地之中。,0,false,,,,,,
S0046_015,S0046,S0046_016,,伴随着哨声吹响，50人的队伍瞬间集齐，与散漫的民兵不同，每一个都无声而有序，就仿佛一个庞大机械的齿轮一般。,0,false,,,,,,
S0046_016,S0046,S0046_017,,每个人都几乎看不到任何裸露的肌肤，身上的每一处的装备都透露出了遗物科技的影子。,0,false,,,,,,
S0046_017,S0046,S0046_018,王女正常,“老师，我记得对学院的武装方面是有限制的吧？”,0,false,,,,,,
S0046_018,S0046,S0046_019,卫队长辩论,“没错，但限制的方面是数量与重武器，但没有个人装备方面的限制，所以目前卫队的情况完全合法合规。”,1,false,,,,,,
S0046_019,S0046,END,卫队长辩论,“巡视就到这里吧，王女殿下，骷髅大臣，我们回去吧。”,1,false,,,,,,
说明,S0046,,,,,false,,,,,,
剧情 ID 放在第一列；同一张 Dialogue_xxx 表只需要第一条对话行填写 StoryId，后续行可留空，表示沿用本表第一条 StoryId。,S0046,,,,,false,,,,,,
对话行 ID 放在第二列；本表内只写 1、2、3、4 这样的数字，不写 DL 前缀或 000 补位。,S0046,,,,,false,,,,,,
下一行 ID 放在第三列；普通跳转写数字，选项跳转用|分隔，例如 3|END；结束写 END。,S0046,,,,,false,,,,,,
选项行的多个选项仍用|分隔，并与 NextLineId 顺序对应。,S0046,,,,,false,,,,,,
