LineId,StoryId,NextLineId,SpeakerCharacterId,Content,Position,IsChoice,RequiredItemIds,RequiredItemCounts,ConsumeItems,AddItemIds,AddItemCounts,Remark
S0035_001,S0035,S0035_002,,下城区一所略显老旧的礼拜堂外，大量衣冠不整的贫民在门口拥挤着，不断拍打着紧闭的大门。,0,false,,,,,,
S0035_002,S0035,S0035_003,,近侍似乎察觉到了什么，随手拦下了一个人。,0,false,,,,,,
S0035_003,S0035,S0035_004,近侍撇嘴思考,“这是发生什么了？”,0,false,,,,,,
S0035_004,S0035,S0035_005,贫民正常,“教会不发粮了啊，大家都在等着开门给面包呢……”,0,false,,,,,,
S0035_005,S0035,S0035_006,贫民正常,“原本大祭司大人心疼我们这些穷光蛋，只要过来诚心祈祷个半小时一小时的就给块干面包的，时间长点甚至给片咸肉干呢。”,0,false,,,,,,
S0035_006,S0035,S0035_007,贫民正常,“这样子大家下了工或者说没活干的时候还能有口吃的，结果最近突然发的越来越少，今天直接关门说停发了。”,0,false,,,,,,
S0035_007,S0035,S0035_008,贫民生气,“这可怎么行啊，我家里孩子就等着这口面包长个子呢！”,0,false,,,,,,
S0035_008,S0035,S0035_009,,在抱怨完后，对面又重新回到了拥挤在礼拜堂门口的队伍里,0,false,,,,,,
S0035_009,S0035,END,近侍严肃,“……这是教会的事情，我们暂时插手不了，大人。”,0,false,,,,,,
说明,S0035,,,,,false,,,,,,
剧情 ID 放在第一列；同一张 Dialogue_xxx 表只需要第一条对话行填写 StoryId，后续行可留空，表示沿用本表第一条 StoryId。,S0035,,,,,false,,,,,,
对话行 ID 放在第二列；本表内只写 1、2、3、4 这样的数字，不写 DL 前缀或 000 补位。,S0035,,,,,false,,,,,,
下一行 ID 放在第三列；普通跳转写数字，选项跳转用|分隔，例如 3|END；结束写 END。,S0035,,,,,false,,,,,,
选项行的多个选项仍用|分隔，并与 NextLineId 顺序对应。,S0035,,,,,false,,,,,,
