LineId,StoryId,NextLineId,SpeakerCharacterId,Content,Position,IsChoice,RequiredItemIds,RequiredItemCounts,ConsumeItems,AddItemIds,AddItemCounts,背景ID,Remark,演出
S0043_001,S0043,S0043_002,,在黑帮的地盘外，一辆辆板车上一具具盖着粗麻布的存在被运到了诊所的后方。,0,false,,,,,,下城区,,
S0043_002,S0043,S0043_003,,虽然闻不到气味，但从近侍那纠结的表情和大概的形状也可以推断出粗麻布下是什么存在——尸体。,0,false,,,,,,下城区,,
S0043_003,S0043,S0043_004,龙本体正常,“……我再说一次，先生，这不是盗尸，这些尸体都是无人认领，原本要丢在街边发霉或者说丢进乱葬岗的。”,1,false,,,,,,下城区,,
S0043_004,S0043,S0043_005,龙本体正常,“除了那些莫名其妙死掉的，还有这些，死在野外或者说遗迹里的。”,1,false,,,,,,下城区,,
S0043_005,S0043,S0043_006,龙本体正常,“我花钱花力的把他们尸体收回来，然后问一圈到底有没有人认领尸体。”,1,false,,,,,,下城区,,
S0043_006,S0043,S0043_007,龙本体正常,“正常靠谱的家伙，总有亲戚朋友替他收个尸吧，剩下的，不是无亲无友的，就是穷凶极恶的。”,1,false,,,,,,下城区,,
S0043_007,S0043,S0043_008,龙本体正常,“我只是让他们在死后有一个为科学献身的机会啊！”,1,false,,,,,,下城区,,
S0043_008,S0043,S0043_009,公会长正常,“嗯，继续说，我听着，你就是说出花来也改变不了你犯法的事实。”,0,false,,,,,,下城区,,
S0043_009,S0043,S0043_010,龙本体正常,“……我，我记得法律没说不允许用尸体做实验啊……？”,1,false,,,,,,下城区,,
S0043_010,S0043,S0043_011,公会长抓狂,“你犯的法是偷税漏税！那么多尸体交尸体税了吗！”,0,false,,,,,,下城区,,
S0043_011,S0043,S0043_012,近侍撇嘴思考,“……我受不了了，大人，您来做决定吧。”,1,false,,,,,,下城区,,
S0043_012,S0043,S0043_013|S0043_015,骷髅思考,“别管他了，为了科学嘛。”|“给我把尸体去好好埋了，然后记得补税。”,0,true,,,,,,下城区,,
S0043_013,S0043,,龙本体正常,“看看，看看，这就叫尊重技术。”,0,false,,,,,,下城区,,
S0043_014,S0043,END,龙本体正常,“……听说您缺人手，回头我安排个懂技术的人给您打下手，谢谢啊。”,0,false,,,,I0008,,下城区,获得【下属：黑帮技工】,
S0043_015,S0043,,公会长正常,“补税账单随后会送到你的手上的，小伙子们！全部拉走！”,1,false,,,,,,下城区,,
S0043_016,S0043,END,龙本体正常,“不——我的材料——！”,0,false,,,,,,下城区,,
