LineId,StoryId,NextLineId,SpeakerCharacterId,Content,Position,IsChoice,RequiredItemIds,RequiredItemCounts,ConsumeItems,AddItemIds,AddItemCounts,背景ID,Remark,演出
S0023_001,S0023,S0023_002,,新一轮的晨会之上，原本争吵却至少还有所合作的学院与教会，此刻在两边泾渭分明，都在不断攻击对面提出的方案。,0,false,,,,,,王城,,
S0023_002,S0023,S0023_003,主教正常,“修复并加固水坝，然后重启部分已经塌陷的废弃管道，建立一条新的排水渠道，缓解排水压力……”,0,false,,,,,,王城,,
S0023_003,S0023,S0023_004,主教辩论,“你们学院写的是很好，但你们能不能解释一下什么叫做，这条新的排水系统会作为新大型工坊群的冷却用水。”,0,false,,,,,,王城,,
S0023_004,S0023,S0023_005,主教辩论,“排水丰期一过，是不是下城区原本的用水也要匀到你们那边去，甚至在引水途径上的所有居民建筑都要搬迁，你眼里只有自己吗！”,0,false,,,,,,王城,,
S0023_005,S0023,S0023_006,院长辩论,“这是工业进步必要的阵痛，为了进步，这是必然的牺牲，我相信他们可以理解的。”,1,false,,,,,,王城,,
S0023_006,S0023,S0023_007,院长正常,“而且我们的计划比你们的计划要来的实际的多，你们所谓的将视野放长远，将目标从排水系统之上移开，结果呢？”,1,false,,,,,,王城,,
S0023_007,S0023,S0023_008,院长辩论,“扩宽上城区与下城区河道，为下城区两岸波及居民建造搬迁房，然后用神术引导过多的雨水进入河道，你是慈善家还是保姆。”,1,false,,,,,,王城,,
S0023_008,S0023,S0023_009,院长辩论,“建成之后你的这些措施不会再有一点点的产出，甚至以后都不一定还有这种规模的大雨！”,1,false,,,,,,王城,,
S0023_009,S0023,S0023_010,主教辩论,“你的脑袋里难道就只有产出了吗？那些在下城区生活的是人，一个个活生生的人，而你在这里的意义不是为了把他们变成机械里的齿轮！”,0,false,,,,,,王城,,
S0023_010,S0023,S0023_011,院长辩论,“只有我可以带给他们进步！没有学院整合他们，给他们工作岗位，他们明天就得去乞讨饿肚子！”,1,false,,,,,,王城,,
S0023_011,S0023,S0023_012,王闭眼,“好了，都停下，你们给的方案，连合作的可能都没有，那就干脆别合作了。”,1,false,,,,,,王城,,
S0023_012,S0023,S0023_013,王正常,“骷髅，你来负责决定选用哪个方案实施，我还有要事要处理。”,1,false,,,,,,王城,,
S0023_013,S0023,END,,“……是。”,0,false,,,,,,王城,,
