LineId,StoryId,NextLineId,SpeakerCharacterId,Content,Position,IsChoice,RequiredItemIds,RequiredItemCounts,ConsumeItems,AddItemIds,AddItemCounts,背景ID,Remark,演出
S0007_001,S0007,S0007_002,,工会总部内，各色冒险者来来往往，完全专注于自己的事情，从前台接取任务，与其他工会合作交接，或者说偷吃工会休息区的零食。,0,false,,,,,,工会,,
S0007_002,S0007,S0007_003,,近侍为你拨开人群来到顶楼的一间独立办公室后，总会长正在忙于电话与通讯神术之间。,0,false,,,,,,工会,,
S0007_003,S0007,S0007_004,总会长电话生气,（左边）“什……我再说一次，我是王都总会长不是许愿池，我电话打不到港口，而且我们他妈的在沙漠里我从哪里给你弄活的海鲜——！”,0,false,,,,,,工会,,
S0007_004,S0007,S0007_005,总会长抬电话惊讶,（右边）“没在说你那边……我听不清你在说什么，你是不是脚指头把神术阵法擦掉了一点？大点声！”,1,false,,,,,,工会,,
S0007_005,S0007,S0007_006,总会长电话惊讶,（左边）“我不卖海鲜！……哦，抱歉，首席阁下，不，我没有对你有意见，我不知道你讨厌海鲜……是刚刚一个贵族侍从一直打电话……”,0,false,,,,,,工会,,
S0007_006,S0007,S0007_007,总会长丢电话,终于，在看到你后，总会长干脆把电话一扔神术一抹直接撂了担子。,0,false,,,,,,工会,总会长丢电话动画,
S0007_007,S0007,S0007_008,总会长高兴,“啊，老大，能看到您真好，很抱歉让您百忙之中赶来一趟。”,0,false,,,,,,工会,,
S0007_008,S0007,S0007_009,总会长正常,“是一件我吃不准的公事……也是私事啦，要汇报给您！”,0,false,,,,,,工会,,
S0007_009,S0007,S0007_010,总会长正常,“之前王室下令要整合并统筹管理下城区内零散的商队，统筹管理并以此为基础加强下城区商业建设……”,0,false,,,,,,工会,,
S0007_010,S0007,S0007_011,近侍撇嘴思考,“咳，打断一下，王室没有给我们相关命令。”,1,false,,,,,,工会,,
S0007_011,S0007,S0007_012,总会长惊讶,“……诶，没有吗，那，整合信使开辟新商路，构建由总工会引领的新型商会……”,0,false,,,,,,工会,,
S0007_012,S0007,S0007_013,近侍撇嘴思考,“也没有。”,1,false,,,,,,工会,,
S0007_013,S0007,S0007_014,总会长抓狂,“我被那家伙骗了！还信誓旦旦的说已经拿到了相关文书，我甚至已经做好了前期的准备和探点工作啊！”,0,false,,,,,,工会,,
S0007_014,S0007,S0007_015,近侍正常,“……但只要这个商会建立后还掌控在我们手里，那我们的确不介意进行相关任务部署，把它变成真的。”,1,false,,,,,,工会,,
S0007_015,S0007,S0007_016,近侍正常,“大人，这对我们百利而无一害，请您首肯相关部署任务。”,1,false,,,,,,工会,,
S0007_016,S0007,S0007_017,骷髅思考,“我没带公章。”,0,false,,,,,,工会,,
S0007_017,S0007,END,近侍尬笑,“大人，首肯，您就只有一个首了，您点个头就好——相关手续我帮您后续补上。”,1,false,,,,,,工会,,
