LineId,StoryId,NextLineId,SpeakerCharacterId,Content,Position,IsChoice,RequiredItemIds,RequiredItemCounts,ConsumeItems,AddItemIds,AddItemCounts,Remark
S0040_001,S0040,S0040_002,公会长抓狂,“老大，现在这些冒险者真的是越来越过分了！”,1,false,,,,,,
S0040_002,S0040,S0040_003,公会长抓狂,“进遗迹的冒险者越来越多，带出来的遗物反而越来越少了，问就是区域都已经没有探索空间了，新空间探索需要时间。”,1,false,,,,,,
S0040_003,S0040,S0040_004,公会长生气,“全是骗子！遗物都跑别家口袋了！以前还是少数，大家面子上都说得过去，现在他们想干什么！”,0,false,,,,,,
S0040_004,S0040,S0040_005,公会长生气,“当初定了规矩扼制了他们无限制扩张自己的武装人员，他们就用冒险者换个皮继续扩张吗！”,0,false,,,,,,
S0040_005,S0040,S0040_006,公会长生气,“再这样子下去冒险者都要成他们两家的了，他们想干什么，造反吗！”,0,false,,,,,,
S0040_006,S0040,S0040_007,公会长抓狂,“老大，我们必须联合其他城市的冒险者协会对他们施压，让他们给个说法甚至是从冒险者里滚出去了。”,1,false,,,,,,
S0040_007,S0040,S0040_008,公会长抓狂,“我这里的小伙子我都信不过，送信的人就拜托老大您了。”,1,false,,,,,,
S0040_008,S0040,END,,公会长将一份密信交给了你，又是活啊。,0,false,,,,,,
说明,S0040,,,,,false,,,,,,
剧情 ID 放在第一列；同一张 Dialogue_xxx 表只需要第一条对话行填写 StoryId，后续行可留空，表示沿用本表第一条 StoryId。,S0040,,,,,false,,,,,,
对话行 ID 放在第二列；本表内只写 1、2、3、4 这样的数字，不写 DL 前缀或 000 补位。,S0040,,,,,false,,,,,,
下一行 ID 放在第三列；普通跳转写数字，选项跳转用|分隔，例如 3|END；结束写 END。,S0040,,,,,false,,,,,,
选项行的多个选项仍用|分隔，并与 NextLineId 顺序对应。,S0040,,,,,false,,,,,,
